date,actual,+3,+2,+1,0,-1,-2
2018-01-01,,0.03490269041298733,0.03478684738161999,0.025003220935525695,0.053443885316507615,,
2018-02-01,,0.03553205191624144,0.03534171892037598,0.018017186980314317,0.025199083234212043,0.04092521154737014,
2018-03-01,0.022399955363203942,0.021354990233652556,0.03451406946165287,0.04519153696888414,0.09229820523923547,0.018364834159029182,0.03165039775207713
2018-04-01,,0.019167795905253988,0.019240145878383623,-0.0014120368184478843,-0.03868017333663538,0.0648196462671699,0.013501600608364375
2018-05-01,,0.018121654253879377,0.018098396911548516,0.02410716928081071,-0.009308204474828843,-0.02477286356968339,0.045753805753745824
2018-06-01,0.013194524874723168,0.012342390653568028,0.017177287326706425,0.02820663940558036,0.04649901820387578,-0.004910503177668942,-0.015533947575431573
2018-07-01,,0.010916629059645853,0.010982284812635988,0.0055653111742670885,0.0063172341145347095,0.03461198090926278,-0.00211585846218782
2018-08-01,,0.011681188127464883,0.011687996303591196,0.004531063508452409,0.011871512272977138,0.005656680739958566,0.02601766599569503
2018-09-01,0.006564727500152356,0.006800887963008125,0.010442721109778511,0.016259728696877897,0.01928937134199295,0.009284516345509893,0.004993428185167883
2018-10-01,,0.004370205721908817,0.004321979947801878,0.0066489728441394905,0.013282468434295092,0.014328569098318518,0.007328954826752105
2018-11-01,,0.003734886942944748,0.0038325812649382747,0.013761941870385206,0.008293619966029078,0.010519035497992886,0.010751904743654152
2018-12-01,-0.011555481459600392,0.00022883376293338434,0.010175312221654072,-0.028882370696729758,-0.03506542016089557,0.006250484548896276,0.008400143284679546
2019-01-01,,-0.005223717136006908,-0.005280892288832682,0.008327610946587835,-0.010806115489254357,-0.02412573061229739,0.0047603291687690515
2019-02-01,,-0.009457381931048246,-0.009504784992045866,0.006433702022682668,0.024491649669391984,-0.007427973180770537,-0.016612781306513374
2019-03-01,-0.022364335868829688,-0.01257639509490177,-0.006944940922244885,-0.022978100941621064,-0.013276974413362574,0.02023777325615468,-0.005109233730237264
2019-04-01,,-0.021357190358722515,-0.02132962352808454,0.023169720254327807,0.027054758233585444,-0.007929391126500502,0.016771580537862655
2019-05-01,,-0.016326904426185403,-0.0163652470764051,-0.03902562451001064,-0.018597670006832056,0.01775442982105844,-0.00446933871376318
2019-06-01,-0.004615456842604448,-0.008767227076559556,-0.01840242380140121,-0.00792634323942642,-0.033341899241381145,-0.012468012306868096,0.011538489310739891
2019-07-01,,-0.0008641892880628301,-0.0009531336052209134,-0.03031708504751132,-0.018477471923646505,-0.026229448609848466,-0.008333292015485189
2019-08-01,,-0.005080451698086468,-0.0050589369935820526,0.01436654811998379,0.01506802608735242,-0.013320511356956017,-0.020827305014860686
2019-09-01,-0.003199227678116312,-0.0020363932085336956,-0.0027548001092384793,-0.012863037274518816,0.00435805819724969,0.008159492822830443,-0.009717637455254308
2019-10-01,,-0.002523319847881479,-0.002485542009659888,0.004943917926050928,-0.00031594328646468526,0.003631024056625302,0.0038793604513844135
2019-11-01,,-0.002474255033520425,-0.0025286345533741678,-0.005379642775611167,-0.001706473037278363,-0.0014876505319359138,0.003024657118408873
2019-12-01,0.004808827086934198,0.0006283533657750139,-0.0034848146851744048,0.012072802818759925,0.007419100100780468,-0.0009535483927657525,-0.002045571147705431
2020-01-01,,0.0017060507022539466,0.001515255602276654,0.0006614689140552552,-0.01712990640371747,0.004787224805155378,-0.00048619611662439346
2020-02-01,,0.0079008659477857,0.009316936808006986,-0.034967001902372105,-0.06351106357491601,-0.011144240700753852,0.003070356475500227
2020-03-01,,0.007812602292895227,0.008706571322197196,-0.020568978694352022,0.05651471161079728,-0.042810448477193244,-0.007225135993844145
2020-04-01,,,0.012328563031915901,-0.04797329955587604,0.09844838274121975,0.03701375130845919,-0.029004543636278916
2020-05-01,,,,-0.18111777017706404,-0.10986137699863036,0.06643656712439848,0.024182963451058706
2020-06-01,,,,,0.04459558744600367,-0.07497469178895753,0.045059738985199486
